HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME
2016-02-16 09:17:59.000,2016-02-16 09:17:47.000,2016-02-16 09:17:59.000,Still
2016-02-16 09:18:11.000,2016-02-16 09:17:59.000,2016-02-16 09:18:11.000,Jumping Jacks
2016-02-16 09:18:25.000,2016-02-16 09:18:11.000,2016-02-16 09:18:25.000,Still
2016-02-16 09:18:36.000,2016-02-16 09:18:25.000,2016-02-16 09:18:36.000,Jumping Jacks
2016-02-16 09:18:56.000,2016-02-16 09:18:36.000,2016-02-16 09:18:56.000,Still
2016-02-16 09:19:07.000,2016-02-16 09:18:56.000,2016-02-16 09:19:07.000,Jumping Jacks
2016-02-16 09:19:18.000,2016-02-16 09:19:07.000,2016-02-16 09:19:18.000,Still
2016-02-16 09:20:39.000,2016-02-16 09:20:26.000,2016-02-16 09:20:39.000,Sitting
2016-02-16 09:23:24.000,2016-02-16 09:20:39.000,2016-02-16 09:23:24.000,Sitting
2016-02-16 09:23:24.000,2016-02-16 09:20:39.000,2016-02-16 09:23:24.000,Writing
2016-02-16 09:23:24.000,2016-02-16 09:20:39.000,2016-02-16 09:23:24.000,Arms On Desk
2016-02-16 09:23:41.000,2016-02-16 09:23:40.000,2016-02-16 09:23:41.000,Sitting
2016-02-16 09:28:04.000,2016-02-16 09:23:41.000,2016-02-16 09:28:04.000,Sitting
2016-02-16 09:28:04.000,2016-02-16 09:23:41.000,2016-02-16 09:28:04.000,Web Browsing
2016-02-16 09:28:04.000,2016-02-16 09:23:41.000,2016-02-16 09:28:04.000,Arms On Desk
2016-02-16 09:28:50.000,2016-02-16 09:28:49.000,2016-02-16 09:28:50.000,Reclining
2016-02-16 09:29:00.000,2016-02-16 09:28:50.000,2016-02-16 09:29:00.000,Reclining
2016-02-16 09:29:00.000,2016-02-16 09:28:50.000,2016-02-16 09:29:00.000,Sitting
2016-02-16 09:30:48.000,2016-02-16 09:29:00.000,2016-02-16 09:30:48.000,Reclining
2016-02-16 09:30:48.000,2016-02-16 09:29:00.000,2016-02-16 09:30:48.000,Sitting
2016-02-16 09:30:48.000,2016-02-16 09:29:00.000,2016-02-16 09:30:48.000,Texting
2016-02-16 09:31:12.000,2016-02-16 09:31:10.000,2016-02-16 09:31:12.000,Standing
2016-02-16 09:33:32.000,2016-02-16 09:31:12.000,2016-02-16 09:33:32.000,Standing
2016-02-16 09:33:32.000,2016-02-16 09:31:12.000,2016-02-16 09:33:32.000,Writing
2016-02-16 09:33:32.000,2016-02-16 09:31:12.000,2016-02-16 09:33:32.000,Arms On Desk
2016-02-16 09:33:40.000,2016-02-16 09:33:38.000,2016-02-16 09:33:40.000,Standing
2016-02-16 09:36:07.000,2016-02-16 09:33:40.000,2016-02-16 09:36:07.000,Standing
2016-02-16 09:36:07.000,2016-02-16 09:33:40.000,2016-02-16 09:36:07.000,Web Browsing
2016-02-16 09:36:07.000,2016-02-16 09:33:40.000,2016-02-16 09:36:07.000,Arms On Desk
2016-02-16 09:37:27.000,2016-02-16 09:37:25.000,2016-02-16 09:37:27.000,Elevator
2016-02-16 09:37:31.000,2016-02-16 09:37:27.000,2016-02-16 09:37:31.000,Elevator
2016-02-16 09:37:31.000,2016-02-16 09:37:27.000,2016-02-16 09:37:31.000,Down
2016-02-16 09:37:37.000,2016-02-16 09:37:31.000,2016-02-16 09:37:37.000,Elevator
2016-02-16 09:37:37.000,2016-02-16 09:37:31.000,2016-02-16 09:37:37.000,Down
2016-02-16 09:37:39.000,2016-02-16 09:37:37.000,2016-02-16 09:37:39.000,Elevator
2016-02-16 09:37:39.000,2016-02-16 09:37:37.000,2016-02-16 09:37:39.000,Down
2016-02-16 09:37:45.000,2016-02-16 09:37:40.000,2016-02-16 09:37:45.000,Wear on
2016-02-16 09:37:55.000,2016-02-16 09:37:45.000,2016-02-16 09:37:55.000,Wear on
2016-02-16 09:37:55.000,2016-02-16 09:37:45.000,2016-02-16 09:37:55.000,Walking
2016-02-16 09:38:45.000,2016-02-16 09:37:55.000,2016-02-16 09:38:45.000,Wear on
2016-02-16 09:38:45.000,2016-02-16 09:37:55.000,2016-02-16 09:38:45.000,Walking
2016-02-16 09:38:45.000,2016-02-16 09:37:55.000,2016-02-16 09:38:45.000,City
2016-02-16 09:39:18.000,2016-02-16 09:38:48.000,2016-02-16 09:39:18.000,Wear on
2016-02-16 09:39:21.000,2016-02-16 09:39:18.000,2016-02-16 09:39:21.000,Wear on
2016-02-16 09:39:21.000,2016-02-16 09:39:18.000,2016-02-16 09:39:21.000,Vending Machine
2016-02-16 09:39:27.000,2016-02-16 09:39:21.000,2016-02-16 09:39:27.000,Wear on
2016-02-16 09:39:27.000,2016-02-16 09:39:21.000,2016-02-16 09:39:27.000,Vending Machine
2016-02-16 09:39:27.000,2016-02-16 09:39:21.000,2016-02-16 09:39:27.000,Upper Body
2016-02-16 09:39:44.000,2016-02-16 09:39:28.000,2016-02-16 09:39:44.000,Wear on
2016-02-16 09:39:49.000,2016-02-16 09:39:44.000,2016-02-16 09:39:49.000,Walking
2016-02-16 09:39:49.000,2016-02-16 09:39:44.000,2016-02-16 09:39:49.000,Wear on
2016-02-16 09:39:50.000,2016-02-16 09:39:49.000,2016-02-16 09:39:50.000,Outdoors
2016-02-16 09:39:50.000,2016-02-16 09:39:49.000,2016-02-16 09:39:50.000,Wear on
2016-02-16 09:39:51.000,2016-02-16 09:39:50.000,2016-02-16 09:39:51.000,Walking
2016-02-16 09:39:51.000,2016-02-16 09:39:50.000,2016-02-16 09:39:51.000,Wear on
2016-02-16 09:40:01.000,2016-02-16 09:39:51.000,2016-02-16 09:40:01.000,City
2016-02-16 09:40:01.000,2016-02-16 09:39:51.000,2016-02-16 09:40:01.000,Walking
2016-02-16 09:40:01.000,2016-02-16 09:39:51.000,2016-02-16 09:40:01.000,Wear on
2016-02-16 09:40:11.000,2016-02-16 09:40:01.000,2016-02-16 09:40:11.000,City
2016-02-16 09:40:11.000,2016-02-16 09:40:01.000,2016-02-16 09:40:11.000,Walking
2016-02-16 09:40:11.000,2016-02-16 09:40:01.000,2016-02-16 09:40:11.000,Telling Story
2016-02-16 09:40:11.000,2016-02-16 09:40:01.000,2016-02-16 09:40:11.000,Wear on
2016-02-16 09:40:13.000,2016-02-16 09:40:11.000,2016-02-16 09:40:13.000,Lower Body
2016-02-16 09:40:13.000,2016-02-16 09:40:11.000,2016-02-16 09:40:13.000,City
2016-02-16 09:40:13.000,2016-02-16 09:40:11.000,2016-02-16 09:40:13.000,Walking
