HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME,LABEL_ID,RATING_TIME_STAMP,RATING_INTENSITY,RATING_CONFIDENCE
2016-04-07 14:01:02.572,2016-04-07 14:00:00.000,2016-04-07 14:01:02.560,Lying,l13011419151518,2016-04-07 13:58:25.455,,
2016-04-07 14:04:10.810,2016-04-07 14:01:07.348,2016-04-07 14:04:10.805,Sitting,l13011419151518,2016-04-07 14:01:07.348,,
2016-04-07 14:04:13.337,2016-04-07 14:04:10.999,2016-04-07 14:04:13.332,Sitting,l13011419151518,2016-04-07 14:04:10.999,,
2016-04-07 14:05:52.853,2016-04-07 14:04:24.098,2016-04-07 14:05:52.836,Reclining,l13011419151518,2016-04-07 14:04:24.098,,
2016-04-07 14:05:54.124,2016-04-07 14:04:22.944,2016-04-07 14:05:54.105,Sitting,l13011419151518,2016-04-07 14:04:22.944,,
2016-04-07 14:08:50.813,2016-04-07 14:06:05.655,2016-04-07 14:08:50.808,Walking,l13011419151518,2016-04-07 14:06:05.655,,
2016-04-07 14:08:51.388,2016-04-07 14:06:10.659,2016-04-07 14:08:51.376,Sweeping,l13011419151518,2016-04-07 14:06:10.659,,
2016-04-07 14:09:08.267,2016-04-07 14:09:06.882,2016-04-07 14:09:08.249,Dominant hand,l13011419151518,2016-04-07 14:09:06.882,,
2016-04-07 14:11:25.074,2016-04-07 14:09:04.098,2016-04-07 14:11:25.053,Laundry,l13011419151518,2016-04-07 14:09:04.098,,
2016-04-07 14:11:25.666,2016-04-07 14:09:01.698,2016-04-07 14:11:25.650,Standing,l13011419151518,2016-04-07 14:09:01.698,,
2016-04-07 14:16:06.403,2016-04-07 14:11:50.589,2016-04-07 14:16:06.384,Biking,l13011419151518,2016-04-07 14:11:50.589,,
2016-04-07 14:16:06.652,2016-04-07 14:11:51.096,2016-04-07 14:16:06.640,Stationary,l13011419151518,2016-04-07 14:11:51.096,,
2016-04-07 14:18:36.777,2016-04-07 14:16:42.547,2016-04-07 14:18:36.747,1 mph,l13011419151518,2016-04-07 14:16:42.547,,
2016-04-07 14:18:37.896,2016-04-07 14:16:43.535,2016-04-07 14:18:37.892,Arms rested on the desk,l13011419151518,2016-04-07 14:16:43.535,,
2016-04-07 14:18:38.462,2016-04-07 14:16:40.968,2016-04-07 14:18:38.458,Treadmill,l13011419151518,2016-04-07 14:16:40.968,,
2016-04-07 14:18:39.101,2016-04-07 14:16:40.333,2016-04-07 14:18:39.097,Walking,l13011419151518,2016-04-07 14:16:40.333,,
2016-04-07 14:20:12.138,2016-04-07 14:18:51.197,2016-04-07 14:20:12.134,2 mph,l13011419151518,2016-04-07 14:18:51.197,,
2016-04-07 14:20:12.637,2016-04-07 14:18:50.291,2016-04-07 14:20:12.632,Treadmill,l13011419151518,2016-04-07 14:18:50.291,,
2016-04-07 14:20:13.170,2016-04-07 14:18:49.793,2016-04-07 14:20:13.166,Walking,l13011419151518,2016-04-07 14:18:49.793,,
2016-04-07 14:22:06.900,2016-04-07 14:21:08.570,2016-04-07 14:22:06.895,Drink,l13011419151518,2016-04-07 14:21:08.570,,
2016-04-07 14:22:07.736,2016-04-07 14:20:52.348,2016-04-07 14:22:07.720,3.5 mph,l13011419151518,2016-04-07 14:20:52.348,,
