HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME,LABEL_ID,RATING_TIME_STAMP,RATING_INTENSITY,RATING_CONFIDENCE
2016-04-29 14:35:21.481,2016-04-29 14:35:08.525,2016-04-29 14:35:21.473,Still,l13011419151518,2016-04-29 14:35:08.525,,
2016-04-29 14:35:21.774,2016-04-29 14:35:07.672,2016-04-29 14:35:21.770,Standing,l13011419151518,2016-04-29 14:35:07.672,,
2016-04-29 14:35:32.999,2016-04-29 14:35:22.070,2016-04-29 14:35:32.992,Jumping Jacks,l13011419151518,2016-04-29 14:35:22.070,,
2016-04-29 14:35:47.107,2016-04-29 14:35:33.187,2016-04-29 14:35:47.101,Still,l13011419151518,2016-04-29 14:35:33.187,,
2016-04-29 14:35:47.457,2016-04-29 14:35:33.003,2016-04-29 14:35:47.452,Standing,l13011419151518,2016-04-29 14:35:33.003,,
2016-04-29 14:35:48.595,2016-04-29 14:35:48.579,2016-04-29 14:35:48.591,Jumping Jacks,l13011419151518,2016-04-29 14:35:48.579,,
2016-04-29 14:35:58.542,2016-04-29 14:35:49.851,2016-04-29 14:35:58.537,Jumping Jacks,l13011419151518,2016-04-29 14:35:49.851,,
2016-04-29 14:36:12.295,2016-04-29 14:35:58.547,2016-04-29 14:36:12.289,Standing,l13011419151518,2016-04-29 14:35:58.547,,
2016-04-29 14:36:12.304,2016-04-29 14:35:58.775,2016-04-29 14:36:12.289,Still,l13011419151518,2016-04-29 14:35:58.775,,
2016-04-29 14:36:56.558,2016-04-29 14:36:52.985,2016-04-29 14:36:56.549,Standing,l13011419151518,2016-04-29 14:36:52.985,,
2016-04-29 14:37:08.359,2016-04-29 14:36:56.567,2016-04-29 14:37:08.354,Walking,l13011419151518,2016-04-29 14:36:56.567,,
2016-04-29 14:37:17.293,2016-04-29 14:37:08.362,2016-04-29 14:37:17.289,Standing,l13011419151518,2016-04-29 14:37:08.362,,
2016-04-29 14:37:20.201,2016-04-29 14:37:17.297,2016-04-29 14:37:20.197,Jog/Running,l13011419151518,2016-04-29 14:37:17.297,,
2016-04-29 14:39:02.935,2016-04-29 14:36:50.665,2016-04-29 14:39:02.929,Phone,l13011419151518,2016-04-29 14:36:50.665,,
2016-04-29 14:39:03.508,2016-04-29 14:37:13.538,2016-04-29 14:39:03.503,Dominant hand,l13011419151518,2016-04-29 14:37:13.538,,
2016-04-29 14:39:05.304,2016-04-29 14:37:20.205,2016-04-29 14:39:05.299,Standing,l13011419151518,2016-04-29 14:37:20.205,,
2016-04-29 14:43:46.067,2016-04-29 14:40:38.540,2016-04-29 14:43:46.062,Web Browsing,l13011419151518,2016-04-29 14:40:38.540,,
2016-04-29 14:43:46.538,2016-04-29 14:40:37.557,2016-04-29 14:43:46.531,Arms rested on the desk,l13011419151518,2016-04-29 14:40:37.557,,
2016-04-29 14:43:47.097,2016-04-29 14:40:07.741,2016-04-29 14:43:47.093,Sitting,l13011419151518,2016-04-29 14:40:07.741,,
2016-04-29 14:46:16.253,2016-04-29 14:43:50.594,2016-04-29 14:46:16.246,Writing,l13011419151518,2016-04-29 14:43:50.594,,
2016-04-29 14:46:16.683,2016-04-29 14:43:51.287,2016-04-29 14:46:16.669,Arms rested on the desk,l13011419151518,2016-04-29 14:43:51.287,,
2016-04-29 14:47:16.049,2016-04-29 14:46:41.727,2016-04-29 14:47:16.034,Texting,l13011419151518,2016-04-29 14:46:41.727,,
