HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME
2016-04-22 16:01:11.000,2016-04-22 16:00:00.000,2016-04-22 16:01:11.000,Frisbee
2016-04-22 16:05:01.000,2016-04-22 16:01:58.000,2016-04-22 16:05:01.000,Walking
2016-04-22 16:05:01.000,2016-04-22 16:01:58.000,2016-04-22 16:05:01.000,Outdoors
2016-04-22 16:05:59.000,2016-04-22 16:05:36.000,2016-04-22 16:05:59.000,Vending machine
2016-04-22 16:05:59.000,2016-04-22 16:05:36.000,2016-04-22 16:05:59.000,Standing
2016-04-22 16:06:27.000,2016-04-22 16:06:25.000,2016-04-22 16:06:27.000,Walking
2016-04-22 16:07:00.000,2016-04-22 16:06:27.000,2016-04-22 16:07:00.000,Walking
2016-04-22 16:07:00.000,2016-04-22 16:06:27.000,2016-04-22 16:07:00.000,Outdoors
2016-04-22 16:07:01.000,2016-04-22 16:07:00.000,2016-04-22 16:07:01.000,Outdoors
2016-04-22 16:07:13.000,2016-04-22 16:07:12.000,2016-04-22 16:07:13.000,Walking
2016-04-22 16:08:18.000,2016-04-22 16:07:13.000,2016-04-22 16:08:18.000,Up
2016-04-22 16:08:18.000,2016-04-22 16:07:13.000,2016-04-22 16:08:18.000,Stairs
2016-04-22 16:08:18.000,2016-04-22 16:07:13.000,2016-04-22 16:08:18.000,Walking
2016-04-22 16:08:19.000,2016-04-22 16:08:18.000,2016-04-22 16:08:19.000,Walking
2016-04-22 16:09:10.000,2016-04-22 16:09:09.000,2016-04-22 16:09:10.000,Walking
2016-04-22 16:09:11.000,2016-04-22 16:09:10.000,2016-04-22 16:09:11.000,Up
2016-04-22 16:09:11.000,2016-04-22 16:09:10.000,2016-04-22 16:09:11.000,Stairs
2016-04-22 16:09:11.000,2016-04-22 16:09:10.000,2016-04-22 16:09:11.000,Walking
2016-04-22 16:09:30.000,2016-04-22 16:09:11.000,2016-04-22 16:09:30.000,Up
2016-04-22 16:09:30.000,2016-04-22 16:09:11.000,2016-04-22 16:09:30.000,Bag
2016-04-22 16:09:30.000,2016-04-22 16:09:11.000,2016-04-22 16:09:30.000,Stairs
2016-04-22 16:09:30.000,2016-04-22 16:09:11.000,2016-04-22 16:09:30.000,Walking
2016-04-22 16:10:13.000,2016-04-22 16:09:30.000,2016-04-22 16:10:13.000,Bag
2016-04-22 16:10:13.000,2016-04-22 16:09:30.000,2016-04-22 16:10:13.000,Down
2016-04-22 16:10:13.000,2016-04-22 16:09:30.000,2016-04-22 16:10:13.000,Stairs
2016-04-22 16:10:13.000,2016-04-22 16:09:30.000,2016-04-22 16:10:13.000,Walking
2016-04-22 16:10:14.000,2016-04-22 16:10:13.000,2016-04-22 16:10:14.000,Down
2016-04-22 16:10:14.000,2016-04-22 16:10:13.000,2016-04-22 16:10:14.000,Stairs
2016-04-22 16:10:14.000,2016-04-22 16:10:13.000,2016-04-22 16:10:14.000,Walking
2016-04-22 16:14:11.000,2016-04-22 16:12:31.000,2016-04-22 16:14:11.000,Wear ON
2016-04-22 16:26:12.000,2016-04-22 16:14:11.000,2016-04-22 16:26:12.000,Biking
2016-04-22 16:26:12.000,2016-04-22 16:14:11.000,2016-04-22 16:26:12.000,Outdoors
2016-04-22 16:26:12.000,2016-04-22 16:14:11.000,2016-04-22 16:26:12.000,Wear ON
2016-04-22 16:26:13.000,2016-04-22 16:26:12.000,2016-04-22 16:26:13.000,Outdoors
2016-04-22 16:26:13.000,2016-04-22 16:26:12.000,2016-04-22 16:26:13.000,Wear ON
2016-04-22 16:27:30.000,2016-04-22 16:26:13.000,2016-04-22 16:27:30.000,Wear ON
2016-04-22 16:27:33.000,2016-04-22 16:27:30.000,2016-04-22 16:27:33.000,Standing
2016-04-22 16:27:33.000,2016-04-22 16:27:30.000,2016-04-22 16:27:33.000,Wear ON
