HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME,LABEL_ID,RATING_TIME_STAMP,RATING_INTENSITY,RATING_CONFIDENCE
2016-05-04 12:03:25.377,2016-05-04 12:00:00.000,2016-05-04 12:03:25.355,Walking,l13011419151518,2016-05-04 11:58:56.428,,
2016-05-04 12:03:25.825,2016-05-04 12:00:00.000,2016-05-04 12:03:25.814,Outdoors,l13011419151518,2016-05-04 11:58:57.004,,
2016-05-04 12:05:18.350,2016-05-04 12:03:26.663,2016-05-04 12:05:18.344,Standing,l13011419151518,2016-05-04 12:03:26.663,,
2016-05-04 12:05:19.046,2016-05-04 12:03:28.281,2016-05-04 12:05:19.040,MBTA,l13011419151518,2016-05-04 12:03:28.281,,
2016-05-04 12:07:19.860,2016-05-04 12:05:53.344,2016-05-04 12:07:19.855,Standing,l13011419151518,2016-05-04 12:05:53.344,,
2016-05-04 12:07:20.438,2016-05-04 12:06:00.424,2016-05-04 12:07:20.426,Stop light,l13011419151518,2016-05-04 12:06:00.424,,
2016-05-04 12:10:17.072,2016-05-04 12:08:14.350,2016-05-04 12:10:17.058,Phone,l13011419151518,2016-05-04 12:08:14.350,,
2016-05-04 12:10:17.952,2016-05-04 12:08:22.972,2016-05-04 12:10:17.946,Dominant hand,l13011419151518,2016-05-04 12:08:22.972,,
2016-05-04 12:12:54.671,2016-05-04 12:07:31.744,2016-05-04 12:12:54.662,Walking,l13011419151518,2016-05-04 12:07:31.744,,
2016-05-04 12:12:54.955,2016-05-04 12:07:32.378,2016-05-04 12:12:54.951,Outdoors,l13011419151518,2016-05-04 12:07:32.378,,
2016-05-04 12:13:54.649,2016-05-04 12:13:37.236,2016-05-04 12:13:54.644,Standing,l13011419151518,2016-05-04 12:13:37.236,,
2016-05-04 12:13:55.262,2016-05-04 12:13:37.849,2016-05-04 12:13:55.257,Vending machine,l13011419151518,2016-05-04 12:13:37.849,,
2016-05-04 12:16:56.433,2016-05-04 12:14:38.032,2016-05-04 12:16:56.426,Frisbee,l13011419151518,2016-05-04 12:14:38.032,,
2016-05-04 12:19:17.734,2016-05-04 12:17:52.812,2016-05-04 12:19:17.729,Walking,l13011419151518,2016-05-04 12:17:52.812,,
2016-05-04 12:19:18.192,2016-05-04 12:17:53.141,2016-05-04 12:19:18.188,Stairs,l13011419151518,2016-05-04 12:17:53.141,,
2016-05-04 12:19:18.519,2016-05-04 12:17:53.406,2016-05-04 12:19:18.509,Up,l13011419151518,2016-05-04 12:17:53.406,,
2016-05-04 12:19:58.517,2016-05-04 12:00:00.000,2016-05-04 12:19:58.497,Wear ON,l13011419151518,2016-05-04 11:53:39.103,,
2016-05-04 12:22:12.789,2016-05-04 12:20:52.816,2016-05-04 12:22:12.782,Walking,l13011419151518,2016-05-04 12:20:52.816,,
2016-05-04 12:22:12.993,2016-05-04 12:20:53.143,2016-05-04 12:22:12.989,Stairs,l13011419151518,2016-05-04 12:20:53.143,,
2016-05-04 12:22:13.403,2016-05-04 12:20:53.660,2016-05-04 12:22:13.400,Down,l13011419151518,2016-05-04 12:20:53.660,,
2016-05-04 12:22:13.850,2016-05-04 12:20:55.123,2016-05-04 12:22:13.845,Bag,l13011419151518,2016-05-04 12:20:55.123,,
2016-05-04 12:27:42.985,2016-05-04 12:24:39.834,2016-05-04 12:27:42.981,Biking,l13011419151518,2016-05-04 12:24:39.834,,
2016-05-04 12:31:46.611,2016-05-04 12:27:47.290,2016-05-04 12:31:46.606,Biking,l13011419151518,2016-05-04 12:27:47.290,,
2016-05-04 12:31:48.677,2016-05-04 12:24:40.690,2016-05-04 12:31:48.656,Outdoors,l13011419151518,2016-05-04 12:24:40.690,,
2016-05-04 12:32:58.591,2016-05-04 12:32:46.445,2016-05-04 12:32:58.587,Bag,l13011419151518,2016-05-04 12:32:46.445,,
2016-05-04 12:32:59.080,2016-05-04 12:32:42.738,2016-05-04 12:32:59.068,Up,l13011419151518,2016-05-04 12:32:42.738,,
2016-05-04 12:32:59.403,2016-05-04 12:32:42.253,2016-05-04 12:32:59.398,Elevator,l13011419151518,2016-05-04 12:32:42.253,,
2016-05-04 12:32:59.651,2016-05-04 12:32:41.204,2016-05-04 12:32:59.647,Standing,l13011419151518,2016-05-04 12:32:41.204,,
2016-05-04 12:35:17.376,2016-05-04 12:34:37.494,2016-05-04 12:35:17.357,Shelf unload,l13011419151518,2016-05-04 12:34:37.494,,
2016-05-04 12:35:17.861,2016-05-04 12:34:36.387,2016-05-04 12:35:17.855,Standing,l13011419151518,2016-05-04 12:34:36.387,,
2016-05-04 12:36:11.369,2016-05-04 12:35:18.895,2016-05-04 12:36:11.360,Standing,l13011419151518,2016-05-04 12:35:18.895,,
2016-05-04 12:36:11.830,2016-05-04 12:35:19.673,2016-05-04 12:36:11.825,Shelf reload,l13011419151518,2016-05-04 12:35:19.673,,
2016-05-04 12:40:30.414,2016-05-04 12:36:38.400,2016-05-04 12:40:30.401,Lying,l13011419151518,2016-05-04 12:36:38.400,,
2016-05-04 12:40:31.531,2016-05-04 12:36:39.062,2016-05-04 12:40:31.517,Still,l13011419151518,2016-05-04 12:36:39.062,,
2016-05-04 12:43:03.411,2016-05-04 12:40:47.911,2016-05-04 12:43:03.405,Sitting,l13011419151518,2016-05-04 12:40:47.911,,
2016-05-04 12:43:03.927,2016-05-04 12:40:48.986,2016-05-04 12:43:03.918,Still,l13011419151518,2016-05-04 12:40:48.986,,
2016-05-04 12:46:40.497,2016-05-04 12:43:41.789,2016-05-04 12:46:40.492,Reclining,l13011419151518,2016-05-04 12:43:41.789,,
2016-05-04 12:46:41.042,2016-05-04 12:43:42.905,2016-05-04 12:46:41.035,Texting,l13011419151518,2016-05-04 12:43:42.905,,
2016-05-04 12:46:50.582,2016-05-04 12:34:01.470,2016-05-04 12:46:50.577,Wear ON,l13011419151518,2016-05-04 12:34:01.470,,
2016-05-04 12:49:49.774,2016-05-04 12:47:07.127,2016-05-04 12:49:49.769,Sweeping,l13011419151518,2016-05-04 12:47:07.127,,
2016-05-04 12:53:58.918,2016-05-04 12:51:14.020,2016-05-04 12:53:58.912,Biking,l13011419151518,2016-05-04 12:51:14.020,,
2016-05-04 12:53:59.304,2016-05-04 12:51:18.234,2016-05-04 12:53:59.299,Stationary,l13011419151518,2016-05-04 12:51:18.234,,
2016-05-04 12:53:59.604,2016-05-04 12:51:20.534,2016-05-04 12:53:59.599,300 KPM/min,l13011419151518,2016-05-04 12:51:20.534,,
2016-05-04 12:54:57.101,2016-05-04 12:50:05.901,2016-05-04 12:54:57.093,Wear ON,l13011419151518,2016-05-04 12:50:05.901,,
2016-05-04 12:56:49.747,2016-05-04 12:55:03.591,2016-05-04 12:56:49.740,Standing,l13011419151518,2016-05-04 12:55:03.591,,
2016-05-04 12:56:50.550,2016-05-04 12:55:05.424,2016-05-04 12:56:50.533,Laundry,l13011419151518,2016-05-04 12:55:05.424,,
2016-05-04 13:00:24.562,2016-05-04 12:58:22.546,2016-05-04 12:59:59.999,Walking,l13011419151518,2016-05-04 12:58:22.546,,
2016-05-04 13:00:25.135,2016-05-04 12:58:24.098,2016-05-04 12:59:59.999,Treadmill,l13011419151518,2016-05-04 12:58:24.098,,
2016-05-04 13:00:25.563,2016-05-04 12:58:26.936,2016-05-04 12:59:59.999,Arms rested on the desk,l13011419151518,2016-05-04 12:58:26.936,,
2016-05-04 13:00:26.050,2016-05-04 12:58:25.492,2016-05-04 12:59:59.999,1 mph,l13011419151518,2016-05-04 12:58:25.492,,
2016-05-04 13:20:13.076,2016-05-04 12:57:44.695,2016-05-04 12:59:59.999,Wear ON,l13011419151518,2016-05-04 12:57:44.695,,
