HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME,LABEL_ID,RATING_TIME_STAMP,RATING_INTENSITY,RATING_CONFIDENCE
2016-04-29 15:00:58.718,2016-04-29 15:00:00.000,2016-04-29 15:00:58.702,Walking,l13011419151518,2016-04-29 14:59:27.390,,
2016-04-29 15:03:22.592,2016-04-29 15:00:50.465,2016-04-29 15:03:22.581,Frisbee,l13011419151518,2016-04-29 15:00:50.465,,
2016-04-29 15:03:23.547,2016-04-29 15:00:00.000,2016-04-29 15:03:23.530,City,l13011419151518,2016-04-29 14:59:51.396,,
2016-04-29 15:03:24.864,2016-04-29 15:00:00.000,2016-04-29 15:03:24.849,Outdoors,l13011419151518,2016-04-29 14:59:50.646,,
2016-04-29 15:04:33.386,2016-04-29 15:03:31.904,2016-04-29 15:04:33.373,Texting,l13011419151518,2016-04-29 15:03:31.904,,
2016-04-29 15:04:56.619,2016-04-29 15:03:28.858,2016-04-29 15:04:56.614,Outdoors,l13011419151518,2016-04-29 15:03:28.858,,
2016-04-29 15:04:57.252,2016-04-29 15:03:29.733,2016-04-29 15:04:57.248,City,l13011419151518,2016-04-29 15:03:29.733,,
2016-04-29 15:04:57.786,2016-04-29 15:04:32.333,2016-04-29 15:04:57.782,Phone,l13011419151518,2016-04-29 15:04:32.333,,
2016-04-29 15:05:03.655,2016-04-29 15:03:25.792,2016-04-29 15:05:03.651,Walking,l13011419151518,2016-04-29 15:03:25.792,,
2016-04-29 15:05:21.814,2016-04-29 15:05:04.860,2016-04-29 15:05:21.809,Up,l13011419151518,2016-04-29 15:05:04.860,,
2016-04-29 15:05:22.359,2016-04-29 15:05:04.255,2016-04-29 15:05:22.354,Escalator,l13011419151518,2016-04-29 15:05:04.255,,
2016-04-29 15:05:23.495,2016-04-29 15:05:03.659,2016-04-29 15:05:23.491,Standing,l13011419151518,2016-04-29 15:05:03.659,,
2016-04-29 15:06:39.327,2016-04-29 15:06:25.710,2016-04-29 15:06:39.322,Down,l13011419151518,2016-04-29 15:06:25.710,,
2016-04-29 15:06:39.720,2016-04-29 15:06:25.132,2016-04-29 15:06:39.715,Stairs,l13011419151518,2016-04-29 15:06:25.132,,
2016-04-29 15:07:28.199,2016-04-29 15:07:15.828,2016-04-29 15:07:28.194,Texting,l13011419151518,2016-04-29 15:07:15.828,,
2016-04-29 15:08:41.100,2016-04-29 15:07:27.759,2016-04-29 15:08:41.095,Phone,l13011419151518,2016-04-29 15:07:27.759,,
2016-04-29 15:11:51.388,2016-04-29 15:05:30.252,2016-04-29 15:11:51.383,Walking,l13011419151518,2016-04-29 15:05:30.252,,
2016-04-29 15:14:23.986,2016-04-29 15:11:51.391,2016-04-29 15:14:23.981,Standing,l13011419151518,2016-04-29 15:11:51.391,,
2016-04-29 15:16:13.784,2016-04-29 15:13:14.075,2016-04-29 15:16:13.778,Texting,l13011419151518,2016-04-29 15:13:14.075,,
2016-04-29 15:16:30.989,2016-04-29 15:16:17.469,2016-04-29 15:16:30.985,Texting,l13011419151518,2016-04-29 15:16:17.469,,
2016-04-29 15:16:34.171,2016-04-29 15:16:12.607,2016-04-29 15:16:34.167,Story,l13011419151518,2016-04-29 15:16:12.607,,
2016-04-29 15:20:15.422,2016-04-29 15:16:31.331,2016-04-29 15:20:15.416,Phone,l13011419151518,2016-04-29 15:16:31.331,,
2016-04-29 15:24:53.371,2016-04-29 15:14:23.993,2016-04-29 15:24:53.364,Sitting,l13011419151518,2016-04-29 15:14:23.993,,
2016-04-29 15:25:00.197,2016-04-29 15:06:54.124,2016-04-29 15:25:00.192,City,l13011419151518,2016-04-29 15:06:54.124,,
2016-04-29 15:25:00.206,2016-04-29 15:06:54.923,2016-04-29 15:25:00.192,Outdoors,l13011419151518,2016-04-29 15:06:54.923,,
2016-04-29 15:25:00.217,2016-04-29 15:11:55.189,2016-04-29 15:25:00.192,Waiting,l13011419151518,2016-04-29 15:11:55.189,,
2016-04-29 15:25:00.227,2016-04-29 15:20:15.021,2016-04-29 15:25:00.192,Texting,l13011419151518,2016-04-29 15:20:15.021,,
2016-04-29 15:25:00.239,2016-04-29 15:24:53.376,2016-04-29 15:25:00.192,Standing,l13011419151518,2016-04-29 15:24:53.376,,
2016-04-29 15:26:32.222,2016-04-29 15:25:53.429,2016-04-29 15:26:32.217,Texting,l13011419151518,2016-04-29 15:25:53.429,,
2016-04-29 15:28:33.292,2016-04-29 15:25:44.288,2016-04-29 15:28:33.287,Standing,l13011419151518,2016-04-29 15:25:44.288,,
2016-04-29 15:28:34.022,2016-04-29 15:26:32.775,2016-04-29 15:28:34.012,Phone,l13011419151518,2016-04-29 15:26:32.775,,
2016-04-29 15:28:38.199,2016-04-29 15:25:41.545,2016-04-29 15:28:38.193,MBTA,l13011419151518,2016-04-29 15:25:41.545,,
2016-04-29 15:29:39.932,2016-04-29 15:28:36.430,2016-04-29 15:29:39.925,Phone,l13011419151518,2016-04-29 15:28:36.430,,
2016-04-29 15:30:50.110,2016-04-29 15:29:53.309,2016-04-29 15:30:50.103,Texting,l13011419151518,2016-04-29 15:29:53.309,,
2016-04-29 15:31:04.521,2016-04-29 15:28:33.299,2016-04-29 15:31:04.517,Walking,l13011419151518,2016-04-29 15:28:33.299,,
2016-04-29 15:31:50.409,2016-04-29 15:31:02.342,2016-04-29 15:31:50.402,Stop light,l13011419151518,2016-04-29 15:31:02.342,,
2016-04-29 15:31:53.514,2016-04-29 15:31:04.525,2016-04-29 15:31:53.510,Standing,l13011419151518,2016-04-29 15:31:04.525,,
2016-04-29 15:33:45.533,2016-04-29 15:33:43.377,2016-04-29 15:33:45.528,Texting,l13011419151518,2016-04-29 15:33:43.377,,
2016-04-29 15:35:07.890,2016-04-29 15:28:42.289,2016-04-29 15:35:07.885,Outdoors,l13011419151518,2016-04-29 15:28:42.289,,
2016-04-29 15:35:07.897,2016-04-29 15:28:43.176,2016-04-29 15:35:07.885,City,l13011419151518,2016-04-29 15:28:43.176,,
2016-04-29 15:35:07.905,2016-04-29 15:31:53.518,2016-04-29 15:35:07.885,Walking,l13011419151518,2016-04-29 15:31:53.518,,
2016-04-29 15:35:51.862,2016-04-29 15:35:36.675,2016-04-29 15:35:51.857,Standing,l13011419151518,2016-04-29 15:35:36.675,,
2016-04-29 15:35:51.869,2016-04-29 15:35:37.517,2016-04-29 15:35:51.857,Elevator,l13011419151518,2016-04-29 15:35:37.517,,
2016-04-29 15:35:51.875,2016-04-29 15:35:38.697,2016-04-29 15:35:51.857,Up,l13011419151518,2016-04-29 15:35:38.697,,
2016-04-29 15:37:28.054,2016-04-29 15:36:54.829,2016-04-29 15:37:28.049,Standing,l13011419151518,2016-04-29 15:36:54.829,,
2016-04-29 15:37:28.061,2016-04-29 15:36:56.710,2016-04-29 15:37:28.049,Shelf unload,l13011419151518,2016-04-29 15:36:56.710,,
2016-04-29 15:37:57.258,2016-04-29 15:37:29.384,2016-04-29 15:37:57.254,Shelf reload,l13011419151518,2016-04-29 15:37:29.384,,
2016-04-29 15:37:57.269,2016-04-29 15:37:31.256,2016-04-29 15:37:57.254,Standing,l13011419151518,2016-04-29 15:37:31.256,,
2016-04-29 15:49:27.996,2016-04-29 15:40:10.250,2016-04-29 15:49:27.988,Biking,l13011419151518,2016-04-29 15:40:10.250,,
2016-04-29 15:49:28.003,2016-04-29 15:40:11.840,2016-04-29 15:49:27.988,City,l13011419151518,2016-04-29 15:40:11.840,,
