HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME
2016-02-12 16:01:26.000,2016-02-12 16:00:00.000,2016-02-12 16:01:26.000,Walking
2016-02-12 16:01:26.000,2016-02-12 16:00:00.000,2016-02-12 16:01:26.000,City
2016-02-12 16:01:26.000,2016-02-12 16:00:00.000,2016-02-12 16:01:26.000,Telling Story
2016-02-12 16:02:10.000,2016-02-12 16:02:05.000,2016-02-12 16:02:10.000,Standing
2016-02-12 16:02:13.000,2016-02-12 16:02:10.000,2016-02-12 16:02:13.000,Vending Machine
2016-02-12 16:02:27.000,2016-02-12 16:02:13.000,2016-02-12 16:02:27.000,Vending Machine
2016-02-12 16:02:27.000,2016-02-12 16:02:13.000,2016-02-12 16:02:27.000,Upper Body
2016-02-12 16:02:52.000,2016-02-12 16:02:51.000,2016-02-12 16:02:52.000,Walking
2016-02-12 16:04:40.000,2016-02-12 16:02:52.000,2016-02-12 16:04:40.000,Walking
2016-02-12 16:04:40.000,2016-02-12 16:02:52.000,2016-02-12 16:04:40.000,City
2016-02-12 16:04:48.000,2016-02-12 16:04:47.000,2016-02-12 16:04:48.000,Escalator
2016-02-12 16:05:10.000,2016-02-12 16:04:48.000,2016-02-12 16:05:10.000,Escalator
2016-02-12 16:05:10.000,2016-02-12 16:04:48.000,2016-02-12 16:05:10.000,Up
2016-02-12 16:06:04.000,2016-02-12 16:05:38.000,2016-02-12 16:06:04.000,Stairs
2016-02-12 16:06:04.000,2016-02-12 16:05:38.000,2016-02-12 16:06:04.000,Down
2016-02-12 16:06:10.000,2016-02-12 16:06:08.000,2016-02-12 16:06:10.000,Phone Talking
2016-02-12 16:06:12.000,2016-02-12 16:06:10.000,2016-02-12 16:06:12.000,Walking
2016-02-12 16:06:12.000,2016-02-12 16:06:10.000,2016-02-12 16:06:12.000,Phone Talking
2016-02-12 16:08:38.000,2016-02-12 16:06:12.000,2016-02-12 16:08:38.000,City
2016-02-12 16:08:38.000,2016-02-12 16:06:12.000,2016-02-12 16:08:38.000,Walking
2016-02-12 16:08:38.000,2016-02-12 16:06:12.000,2016-02-12 16:08:38.000,Phone Talking
2016-02-12 16:08:49.000,2016-02-12 16:08:38.000,2016-02-12 16:08:49.000,Walking
2016-02-12 16:08:49.000,2016-02-12 16:08:38.000,2016-02-12 16:08:49.000,Phone Talking
2016-02-12 16:09:17.000,2016-02-12 16:08:49.000,2016-02-12 16:09:17.000,Phone Talking
2016-02-12 16:09:17.000,2016-02-12 16:08:49.000,2016-02-12 16:09:17.000,Standing
2016-02-12 16:09:42.000,2016-02-12 16:09:17.000,2016-02-12 16:09:42.000,Standing
2016-02-12 16:09:54.000,2016-02-12 16:09:42.000,2016-02-12 16:09:54.000,Standing
2016-02-12 16:09:54.000,2016-02-12 16:09:42.000,2016-02-12 16:09:54.000,Wear on
2016-02-12 16:10:02.000,2016-02-12 16:09:54.000,2016-02-12 16:10:02.000,Walking
2016-02-12 16:10:02.000,2016-02-12 16:09:54.000,2016-02-12 16:10:02.000,Wear on
2016-02-12 16:11:14.000,2016-02-12 16:10:02.000,2016-02-12 16:11:14.000,Wear on
2016-02-12 16:11:14.000,2016-02-12 16:10:02.000,2016-02-12 16:11:14.000,Standing
2016-02-12 16:11:20.000,2016-02-12 16:11:16.000,2016-02-12 16:11:20.000,Standing
2016-02-12 16:11:21.000,2016-02-12 16:11:20.000,2016-02-12 16:11:21.000,Elevator
2016-02-12 16:11:31.000,2016-02-12 16:11:21.000,2016-02-12 16:11:31.000,Elevator
2016-02-12 16:11:31.000,2016-02-12 16:11:21.000,2016-02-12 16:11:31.000,Up
2016-02-12 16:11:36.000,2016-02-12 16:11:31.000,2016-02-12 16:11:36.000,Elevator
2016-02-12 16:11:36.000,2016-02-12 16:11:31.000,2016-02-12 16:11:36.000,Up
2016-02-12 16:11:36.000,2016-02-12 16:11:31.000,2016-02-12 16:11:36.000,Telling Story
2016-02-12 16:11:46.000,2016-02-12 16:11:45.000,2016-02-12 16:11:46.000,Walking
2016-02-12 16:14:14.000,2016-02-12 16:12:12.000,2016-02-12 16:14:14.000,Wear on
2016-02-12 16:14:16.000,2016-02-12 16:14:15.000,2016-02-12 16:14:16.000,Wear on
2016-02-12 16:14:17.000,2016-02-12 16:14:16.000,2016-02-12 16:14:17.000,Wear on
2016-02-12 16:14:17.000,2016-02-12 16:14:16.000,2016-02-12 16:14:17.000,Elevator
2016-02-12 16:15:55.000,2016-02-12 16:14:17.000,2016-02-12 16:15:55.000,Wear on
2016-02-12 16:15:55.000,2016-02-12 16:14:17.000,2016-02-12 16:15:55.000,Elevator
2016-02-12 16:15:55.000,2016-02-12 16:14:17.000,2016-02-12 16:15:55.000,Down
2016-02-12 16:15:57.000,2016-02-12 16:15:56.000,2016-02-12 16:15:57.000,Wear on
2016-02-12 16:15:58.000,2016-02-12 16:15:57.000,2016-02-12 16:15:58.000,Wear on
2016-02-12 16:15:58.000,2016-02-12 16:15:57.000,2016-02-12 16:15:58.000,Biking
2016-02-12 16:26:34.000,2016-02-12 16:15:58.000,2016-02-12 16:26:34.000,Wear on
2016-02-12 16:26:34.000,2016-02-12 16:15:58.000,2016-02-12 16:26:34.000,Biking
2016-02-12 16:26:34.000,2016-02-12 16:15:58.000,2016-02-12 16:26:34.000,City
2016-02-12 16:27:49.000,2016-02-12 16:27:47.000,2016-02-12 16:27:49.000,Bag
2016-02-12 16:27:59.000,2016-02-12 16:27:49.000,2016-02-12 16:27:59.000,Walking
2016-02-12 16:27:59.000,2016-02-12 16:27:49.000,2016-02-12 16:27:59.000,Bag
2016-02-12 16:28:00.000,2016-02-12 16:27:59.000,2016-02-12 16:28:00.000,Bag
2016-02-12 16:28:00.000,2016-02-12 16:27:59.000,2016-02-12 16:28:00.000,Stairs
2016-02-12 16:28:14.000,2016-02-12 16:28:00.000,2016-02-12 16:28:14.000,Bag
2016-02-12 16:28:14.000,2016-02-12 16:28:00.000,2016-02-12 16:28:14.000,Stairs
2016-02-12 16:28:14.000,2016-02-12 16:28:00.000,2016-02-12 16:28:14.000,Up
2016-02-12 16:29:14.000,2016-02-12 16:28:14.000,2016-02-12 16:29:14.000,Bag
2016-02-12 16:29:14.000,2016-02-12 16:28:14.000,2016-02-12 16:29:14.000,Stairs
2016-02-12 16:29:14.000,2016-02-12 16:28:14.000,2016-02-12 16:29:14.000,Up
2016-02-12 16:29:14.000,2016-02-12 16:28:14.000,2016-02-12 16:29:14.000,Telling Story
2016-02-12 16:29:16.000,2016-02-12 16:29:15.000,2016-02-12 16:29:16.000,Bag
2016-02-12 16:29:36.000,2016-02-12 16:29:16.000,2016-02-12 16:29:36.000,Bag
2016-02-12 16:29:36.000,2016-02-12 16:29:16.000,2016-02-12 16:29:36.000,Walking
2016-02-12 16:33:08.000,2016-02-12 16:33:07.000,2016-02-12 16:33:08.000,Shelf Unload
2016-02-12 16:33:15.000,2016-02-12 16:33:08.000,2016-02-12 16:33:15.000,Shelf Unload
2016-02-12 16:33:15.000,2016-02-12 16:33:08.000,2016-02-12 16:33:15.000,Walking
2016-02-12 16:33:32.000,2016-02-12 16:33:15.000,2016-02-12 16:33:32.000,Shelf Unload
2016-02-12 16:33:32.000,2016-02-12 16:33:15.000,2016-02-12 16:33:32.000,Walking
2016-02-12 16:33:32.000,2016-02-12 16:33:15.000,2016-02-12 16:33:32.000,Wear on
2016-02-12 16:33:38.000,2016-02-12 16:33:37.000,2016-02-12 16:33:38.000,Walking
2016-02-12 16:33:38.000,2016-02-12 16:33:37.000,2016-02-12 16:33:38.000,Shelf Reload
2016-02-12 16:34:06.000,2016-02-12 16:33:38.000,2016-02-12 16:34:06.000,Walking
2016-02-12 16:34:06.000,2016-02-12 16:33:38.000,2016-02-12 16:34:06.000,Shelf Reload
2016-02-12 16:34:06.000,2016-02-12 16:33:38.000,2016-02-12 16:34:06.000,Wear on
2016-02-12 16:34:29.000,2016-02-12 16:34:06.000,2016-02-12 16:34:29.000,Wear on
2016-02-12 16:37:33.000,2016-02-12 16:34:29.000,2016-02-12 16:37:33.000,Wear on
2016-02-12 16:37:33.000,2016-02-12 16:34:29.000,2016-02-12 16:37:33.000,Lying
2016-02-12 16:37:44.000,2016-02-12 16:37:37.000,2016-02-12 16:37:44.000,Wear on
2016-02-12 16:39:00.000,2016-02-12 16:37:44.000,2016-02-12 16:39:00.000,Wear on
2016-02-12 16:39:00.000,2016-02-12 16:37:44.000,2016-02-12 16:39:00.000,Sitting
2016-02-12 16:39:49.000,2016-02-12 16:39:00.000,2016-02-12 16:39:49.000,Wear on
2016-02-12 16:39:49.000,2016-02-12 16:39:00.000,2016-02-12 16:39:49.000,Sitting
2016-02-12 16:39:49.000,2016-02-12 16:39:00.000,2016-02-12 16:39:49.000,Telling Story
2016-02-12 16:40:20.000,2016-02-12 16:40:18.000,2016-02-12 16:40:20.000,Walking
2016-02-12 16:40:20.000,2016-02-12 16:40:18.000,2016-02-12 16:40:20.000,Treadmill
2016-02-12 16:42:04.000,2016-02-12 16:40:20.000,2016-02-12 16:42:04.000,Walking
2016-02-12 16:42:04.000,2016-02-12 16:40:20.000,2016-02-12 16:42:04.000,Treadmill
2016-02-12 16:42:04.000,2016-02-12 16:40:20.000,2016-02-12 16:42:04.000,1 mph
