HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME
2016-01-15 11:00:51.000,2016-01-15 11:00:00.000,2016-01-15 11:00:51.000,Walking
2016-01-15 11:00:51.000,2016-01-15 11:00:00.000,2016-01-15 11:00:51.000,Treadmill
2016-01-15 11:00:51.000,2016-01-15 11:00:00.000,2016-01-15 11:00:51.000,3 mph
2016-01-15 11:00:51.000,2016-01-15 11:00:00.000,2016-01-15 11:00:51.000,Phone Talking
2016-01-15 11:00:51.000,2016-01-15 11:00:00.000,2016-01-15 11:00:51.000,Dominant Hand
2016-01-15 11:03:32.000,2016-01-15 11:01:16.000,2016-01-15 11:03:32.000,Jog/Running
2016-01-15 11:03:32.000,2016-01-15 11:01:16.000,2016-01-15 11:03:32.000,5.5 mph 5%grade
2016-01-15 11:03:41.000,2016-01-15 11:03:35.000,2016-01-15 11:03:41.000,Walking
2016-01-15 11:04:16.000,2016-01-15 11:03:41.000,2016-01-15 11:04:16.000,Walking
2016-01-15 11:04:16.000,2016-01-15 11:03:41.000,2016-01-15 11:04:16.000,Treadmill
2016-01-15 11:04:29.000,2016-01-15 11:04:28.000,2016-01-15 11:04:29.000,Standing
2016-01-15 11:04:36.000,2016-01-15 11:04:31.000,2016-01-15 11:04:36.000,Standing
2016-01-15 11:06:09.000,2016-01-15 11:04:36.000,2016-01-15 11:06:09.000,Standing
2016-01-15 11:06:09.000,2016-01-15 11:04:36.000,2016-01-15 11:06:09.000,Sweeping
2016-01-15 11:06:20.000,2016-01-15 11:06:11.000,2016-01-15 11:06:20.000,Standing
2016-01-15 11:09:00.000,2016-01-15 11:06:20.000,2016-01-15 11:09:00.000,Standing
2016-01-15 11:09:00.000,2016-01-15 11:06:20.000,2016-01-15 11:09:00.000,Laundry
