HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME,LABEL_ID,RATING_TIME_STAMP,RATING_INTENSITY,RATING_CONFIDENCE
2016-03-03 15:01:26.656,2016-03-03 15:00:00.000,2016-03-03 15:01:26.623,Standing,l13011419151518,2016-03-03 14:59:17.998,,
2016-03-03 15:01:26.690,2016-03-03 15:00:00.000,2016-03-03 15:01:26.623,Laundry,l13011419151518,2016-03-03 14:59:20.314,,
2016-03-03 15:03:09.965,2016-03-03 15:01:45.603,2016-03-03 15:03:09.961,Walking,l13011419151518,2016-03-03 15:01:45.603,,
2016-03-03 15:03:09.971,2016-03-03 15:01:48.152,2016-03-03 15:03:09.961,Sweeping,l13011419151518,2016-03-03 15:01:48.152,,
2016-03-03 15:07:07.159,2016-03-03 15:04:11.021,2016-03-03 15:07:07.155,Biking,l13011419151518,2016-03-03 15:04:11.021,,
2016-03-03 15:07:07.167,2016-03-03 15:04:11.973,2016-03-03 15:07:07.155,Stationary,l13011419151518,2016-03-03 15:04:11.973,,
2016-03-03 15:07:07.175,2016-03-03 15:04:13.501,2016-03-03 15:07:07.155,300 KPM/min,l13011419151518,2016-03-03 15:04:13.501,,
2016-03-03 15:10:10.176,2016-03-03 15:08:01.430,2016-03-03 15:10:10.168,1 mph,l13011419151518,2016-03-03 15:08:01.430,,
2016-03-03 15:10:24.375,2016-03-03 15:08:03.057,2016-03-03 15:10:24.371,Arms rested on the desk,l13011419151518,2016-03-03 15:08:03.057,,
2016-03-03 15:10:24.629,2016-03-03 15:08:00.740,2016-03-03 15:10:24.612,Treadmill,l13011419151518,2016-03-03 15:08:00.740,,
2016-03-03 15:10:25.212,2016-03-03 15:08:00.040,2016-03-03 15:10:25.208,Walking,l13011419151518,2016-03-03 15:08:00.040,,
2016-03-03 15:12:28.814,2016-03-03 15:10:27.832,2016-03-03 15:12:28.795,Arms rested on the desk,l13011419151518,2016-03-03 15:10:27.832,,
2016-03-03 15:12:28.956,2016-03-03 15:10:27.420,2016-03-03 15:12:28.951,Treadmill,l13011419151518,2016-03-03 15:10:27.420,,
2016-03-03 15:12:29.489,2016-03-03 15:10:28.477,2016-03-03 15:12:29.485,2 mph,l13011419151518,2016-03-03 15:10:28.477,,
2016-03-03 15:12:29.934,2016-03-03 15:10:26.842,2016-03-03 15:12:29.930,Walking,l13011419151518,2016-03-03 15:10:26.842,,
2016-03-03 15:14:44.375,2016-03-03 15:13:23.088,2016-03-03 15:14:44.371,Bag,l13011419151518,2016-03-03 15:13:23.088,,
2016-03-03 15:14:44.615,2016-03-03 15:13:24.420,2016-03-03 15:14:44.611,3.5 mph,l13011419151518,2016-03-03 15:13:24.420,,
2016-03-03 15:14:45.171,2016-03-03 15:13:22.304,2016-03-03 15:14:45.167,Dominant hand,l13011419151518,2016-03-03 15:13:22.304,,
2016-03-03 15:14:45.450,2016-03-03 15:13:20.799,2016-03-03 15:14:45.446,Treadmill,l13011419151518,2016-03-03 15:13:20.799,,
