HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME,LABEL_ID,RATING_TIME_STAMP,RATING_INTENSITY,RATING_CONFIDENCE
2015-12-04 16:02:15.937,2015-12-04 16:01:56.296,2015-12-04 16:02:15.931,Still,l13011419151518,2015-12-04 16:01:56.296,,
2015-12-04 16:02:21.815,2015-12-04 16:02:15.942,2015-12-04 16:02:21.810,Jumping Jacks,l13011419151518,2015-12-04 16:02:15.942,,
2015-12-04 16:02:32.633,2015-12-04 16:02:21.820,2015-12-04 16:02:32.625,Still,l13011419151518,2015-12-04 16:02:21.820,,
2015-12-04 16:02:32.840,2015-12-04 16:02:32.636,2015-12-04 16:02:32.834,Jumping Jacks,l13011419151518,2015-12-04 16:02:32.636,,
2015-12-04 16:02:43.124,2015-12-04 16:02:33.483,2015-12-04 16:02:43.119,Jumping Jacks,l13011419151518,2015-12-04 16:02:33.483,,
2015-12-04 16:02:55.028,2015-12-04 16:02:43.127,2015-12-04 16:02:55.023,Still,l13011419151518,2015-12-04 16:02:43.127,,
2015-12-04 16:03:04.554,2015-12-04 16:02:55.032,2015-12-04 16:03:04.550,Jumping Jacks,l13011419151518,2015-12-04 16:02:55.032,,
2015-12-04 16:03:12.866,2015-12-04 16:03:04.558,2015-12-04 16:03:12.855,Still,l13011419151518,2015-12-04 16:03:04.558,,
2015-12-04 16:08:21.929,2015-12-04 16:05:14.325,2015-12-04 16:08:21.923,Sitting,l13011419151518,2015-12-04 16:05:14.325,,
2015-12-04 16:08:21.938,2015-12-04 16:05:36.043,2015-12-04 16:08:21.923,Writing,l13011419151518,2015-12-04 16:05:36.043,,
2015-12-04 16:08:21.946,2015-12-04 16:05:54.437,2015-12-04 16:08:21.923,Dominant Hand,l13011419151518,2015-12-04 16:05:54.437,,
2015-12-04 16:08:21.953,2015-12-04 16:05:57.136,2015-12-04 16:08:21.923,Arms On Desk,l13011419151518,2015-12-04 16:05:57.136,,
2015-12-04 16:10:32.419,2015-12-04 16:08:38.386,2015-12-04 16:10:32.408,Reclining,l13011419151518,2015-12-04 16:08:38.386,,
2015-12-04 16:10:32.432,2015-12-04 16:08:46.532,2015-12-04 16:10:32.408,Telling Story,l13011419151518,2015-12-04 16:08:46.532,,
2015-12-04 16:14:00.175,2015-12-04 16:11:29.023,2015-12-04 16:14:00.171,Standing,l13011419151518,2015-12-04 16:11:29.023,,
2015-12-04 16:14:00.175,2015-12-04 16:11:29.023,2015-12-04 16:14:00.171,Arms on Desk,l13011419151518,2015-12-04 16:11:29.023,,
2015-12-04 16:14:00.183,2015-12-04 16:11:35.045,2015-12-04 16:14:00.171,Typing,l13011419151518,2015-12-04 16:11:35.045,,
2015-12-04 16:14:00.191,2015-12-04 16:11:43.259,2015-12-04 16:14:00.171,Web Browsing,l13011419151518,2015-12-04 16:11:43.259,,
2015-12-04 16:16:01.560,2015-12-04 16:15:44.167,2015-12-04 16:16:01.555,Standing,l13011419151518,2015-12-04 16:15:44.167,,
2015-12-04 16:16:01.566,2015-12-04 16:15:46.994,2015-12-04 16:16:01.555,Elevator,l13011419151518,2015-12-04 16:15:46.994,,
2015-12-04 16:16:01.576,2015-12-04 16:15:47.852,2015-12-04 16:16:01.555,Down,l13011419151518,2015-12-04 16:15:47.852,,
2015-12-04 16:16:01.588,2015-12-04 16:15:56.053,2015-12-04 16:16:01.555,Texting,l13011419151518,2015-12-04 16:15:56.053,,
2015-12-04 16:16:32.405,2015-12-04 16:16:08.545,2015-12-04 16:16:32.400,Texting,l13011419151518,2015-12-04 16:16:08.545,,
2015-12-04 16:17:55.773,2015-12-04 16:17:10.120,2015-12-04 16:17:55.768,Texting,l13011419151518,2015-12-04 16:17:10.120,,
2015-12-04 16:21:37.818,2015-12-04 16:16:05.662,2015-12-04 16:21:37.791,Walking,l13011419151518,2015-12-04 16:16:05.662,,
2015-12-04 16:21:37.830,2015-12-04 16:16:21.944,2015-12-04 16:21:37.791,Outdoors,l13011419151518,2015-12-04 16:16:21.944,,
2015-12-04 16:21:37.868,2015-12-04 16:17:57.799,2015-12-04 16:21:37.791,Telling Story,l13011419151518,2015-12-04 16:17:57.799,,
2015-12-04 16:25:14.846,2015-12-04 16:23:12.736,2015-12-04 16:25:14.842,Telling Story,l13011419151518,2015-12-04 16:23:12.736,,
2015-12-04 16:25:52.458,2015-12-04 16:21:39.022,2015-12-04 16:25:52.447,Standing,l13011419151518,2015-12-04 16:21:39.022,,
2015-12-04 16:25:52.474,2015-12-04 16:21:46.876,2015-12-04 16:25:52.447,Waiting,l13011419151518,2015-12-04 16:21:46.876,,
2015-12-04 16:26:13.053,2015-12-04 16:25:55.718,2015-12-04 16:26:13.032,Up,l13011419151518,2015-12-04 16:25:55.718,,
2015-12-04 16:26:13.436,2015-12-04 16:26:02.057,2015-12-04 16:26:13.430,Stairs,l13011419151518,2015-12-04 16:26:02.057,,
2015-12-04 16:26:18.027,2015-12-04 16:26:00.605,2015-12-04 16:26:18.019,Walking,l13011419151518,2015-12-04 16:26:00.605,,
2015-12-04 16:28:16.967,2015-12-04 16:26:18.038,2015-12-04 16:28:16.960,Standing,l13011419151518,2015-12-04 16:26:18.038,,
2015-12-04 16:28:16.978,2015-12-04 16:26:21.452,2015-12-04 16:28:16.960,Non-dominant Hand,l13011419151518,2015-12-04 16:26:21.452,,
