HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME
2016-02-19 10:00:32.000,2016-02-19 10:00:00.000,2016-02-19 10:00:32.000,Sitting
2016-02-19 10:00:32.000,2016-02-19 10:00:00.000,2016-02-19 10:00:32.000,Wear on
2016-02-19 10:03:09.000,2016-02-19 10:00:32.000,2016-02-19 10:03:09.000,Writing
2016-02-19 10:03:09.000,2016-02-19 10:00:32.000,2016-02-19 10:03:09.000,Sitting
2016-02-19 10:03:29.000,2016-02-19 10:03:09.000,2016-02-19 10:03:29.000,Sitting
2016-02-19 10:03:29.000,2016-02-19 10:03:09.000,2016-02-19 10:03:29.000,Wear on
2016-02-19 10:05:52.000,2016-02-19 10:03:29.000,2016-02-19 10:05:52.000,Sitting
2016-02-19 10:05:52.000,2016-02-19 10:03:29.000,2016-02-19 10:05:52.000,Reclining
2016-02-19 10:05:52.000,2016-02-19 10:03:29.000,2016-02-19 10:05:52.000,Wear on
2016-02-19 10:05:56.000,2016-02-19 10:05:52.000,2016-02-19 10:05:56.000,Reclining
2016-02-19 10:05:56.000,2016-02-19 10:05:52.000,2016-02-19 10:05:56.000,Wear on
2016-02-19 10:05:57.000,2016-02-19 10:05:56.000,2016-02-19 10:05:57.000,Wear on
2016-02-19 10:05:59.000,2016-02-19 10:05:58.000,2016-02-19 10:05:59.000,Wear on
2016-02-19 10:06:05.000,2016-02-19 10:05:59.000,2016-02-19 10:06:05.000,Standing
2016-02-19 10:06:05.000,2016-02-19 10:05:59.000,2016-02-19 10:06:05.000,Wear on
2016-02-19 10:08:20.000,2016-02-19 10:06:05.000,2016-02-19 10:08:20.000,Standing
2016-02-19 10:08:20.000,2016-02-19 10:06:05.000,2016-02-19 10:08:20.000,Wear on
2016-02-19 10:08:20.000,2016-02-19 10:06:05.000,2016-02-19 10:08:20.000,Telling Story
2016-02-19 10:08:21.000,2016-02-19 10:08:20.000,2016-02-19 10:08:21.000,Wear on
2016-02-19 10:08:21.000,2016-02-19 10:08:20.000,2016-02-19 10:08:21.000,Telling Story
2016-02-19 10:08:22.000,2016-02-19 10:08:21.000,2016-02-19 10:08:22.000,Telling Story
