HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME
2016-04-22 15:25:24.000,2016-04-22 15:25:06.000,2016-04-22 15:25:24.000,Still
2016-04-22 15:25:24.000,2016-04-22 15:25:06.000,2016-04-22 15:25:24.000,Standing
2016-04-22 15:25:35.000,2016-04-22 15:25:26.000,2016-04-22 15:25:35.000,Jumping Jacks
2016-04-22 15:25:50.000,2016-04-22 15:25:36.000,2016-04-22 15:25:50.000,Still
2016-04-22 15:25:50.000,2016-04-22 15:25:36.000,2016-04-22 15:25:50.000,Standing
2016-04-22 15:25:51.000,2016-04-22 15:25:50.000,2016-04-22 15:25:51.000,Standing
2016-04-22 15:26:02.000,2016-04-22 15:25:52.000,2016-04-22 15:26:02.000,Jumping Jacks
2016-04-22 15:26:22.000,2016-04-22 15:26:03.000,2016-04-22 15:26:22.000,Still
2016-04-22 15:26:22.000,2016-04-22 15:26:03.000,2016-04-22 15:26:22.000,Standing
2016-04-22 15:26:33.000,2016-04-22 15:26:23.000,2016-04-22 15:26:33.000,Jumping Jacks
2016-04-22 15:26:45.000,2016-04-22 15:26:33.000,2016-04-22 15:26:45.000,Standing
2016-04-22 15:26:45.000,2016-04-22 15:26:33.000,2016-04-22 15:26:45.000,Still
2016-04-22 15:28:12.000,2016-04-22 15:28:10.000,2016-04-22 15:28:12.000,Sitting
2016-04-22 15:28:22.000,2016-04-22 15:28:12.000,2016-04-22 15:28:22.000,Sitting
2016-04-22 15:28:22.000,2016-04-22 15:28:12.000,2016-04-22 15:28:22.000,Writing
2016-04-22 15:31:08.000,2016-04-22 15:28:22.000,2016-04-22 15:31:08.000,Sitting
2016-04-22 15:31:08.000,2016-04-22 15:28:22.000,2016-04-22 15:31:08.000,Arms rested on the desk
2016-04-22 15:31:08.000,2016-04-22 15:28:22.000,2016-04-22 15:31:08.000,Writing
2016-04-22 15:31:09.000,2016-04-22 15:31:08.000,2016-04-22 15:31:09.000,Writing
2016-04-22 15:34:41.000,2016-04-22 15:34:39.000,2016-04-22 15:34:41.000,Standing
2016-04-22 15:34:47.000,2016-04-22 15:34:41.000,2016-04-22 15:34:47.000,Standing
2016-04-22 15:34:47.000,2016-04-22 15:34:41.000,2016-04-22 15:34:47.000,Arms rested on the desk
2016-04-22 15:39:28.000,2016-04-22 15:34:47.000,2016-04-22 15:39:28.000,Standing
2016-04-22 15:39:28.000,2016-04-22 15:34:47.000,2016-04-22 15:39:28.000,Arms rested on the desk
2016-04-22 15:39:28.000,2016-04-22 15:34:47.000,2016-04-22 15:39:28.000,Web Browsing
2016-04-22 15:39:29.000,2016-04-22 15:39:28.000,2016-04-22 15:39:29.000,Web Browsing
2016-04-22 15:42:32.000,2016-04-22 15:39:43.000,2016-04-22 15:42:32.000,Wear ON
2016-04-22 15:42:33.000,2016-04-22 15:42:32.000,2016-04-22 15:42:33.000,Sitting
2016-04-22 15:42:33.000,2016-04-22 15:42:32.000,2016-04-22 15:42:33.000,Elevator
2016-04-22 15:42:33.000,2016-04-22 15:42:32.000,2016-04-22 15:42:33.000,Wear ON
2016-04-22 15:42:37.000,2016-04-22 15:42:33.000,2016-04-22 15:42:37.000,Sitting
2016-04-22 15:42:37.000,2016-04-22 15:42:33.000,2016-04-22 15:42:37.000,Elevator
2016-04-22 15:42:37.000,2016-04-22 15:42:33.000,2016-04-22 15:42:37.000,Down
2016-04-22 15:42:37.000,2016-04-22 15:42:33.000,2016-04-22 15:42:37.000,Wear ON
