HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME,LABEL_ID,RATING_TIME_STAMP,RATING_INTENSITY,RATING_CONFIDENCE
2016-04-05 13:02:05.938,2016-04-05 13:00:05.268,2016-04-05 13:02:05.933,Story,l13011419151518,2016-04-05 13:00:05.268,,
2016-04-05 13:04:25.547,2016-04-05 13:02:51.396,2016-04-05 13:04:25.528,Story,l13011419151518,2016-04-05 13:02:51.396,,
2016-04-05 13:04:55.831,2016-04-05 13:00:00.000,2016-04-05 13:04:55.786,City,l13011419151518,2016-04-05 12:59:31.802,,
2016-04-05 13:04:56.347,2016-04-05 13:00:00.000,2016-04-05 13:04:56.334,Outdoors,l13011419151518,2016-04-05 12:59:32.433,,
2016-04-05 13:05:19.433,2016-04-05 13:00:00.000,2016-04-05 13:05:19.390,Walking,l13011419151518,2016-04-05 12:59:40.140,,
2016-04-05 13:05:46.273,2016-04-05 13:05:20.269,2016-04-05 13:05:46.268,Elevator,l13011419151518,2016-04-05 13:05:20.269,,
2016-04-05 13:05:46.586,2016-04-05 13:05:20.817,2016-04-05 13:05:46.569,Up,l13011419151518,2016-04-05 13:05:20.817,,
2016-04-05 13:05:46.893,2016-04-05 13:05:19.439,2016-04-05 13:05:46.876,Standing,l13011419151518,2016-04-05 13:05:19.439,,
2016-04-05 13:05:53.046,2016-04-05 13:05:46.906,2016-04-05 13:05:53.042,Walking,l13011419151518,2016-04-05 13:05:46.906,,
2016-04-05 13:19:58.842,2016-04-05 13:08:54.807,2016-04-05 13:19:58.823,Outdoors,l13011419151518,2016-04-05 13:08:54.807,,
2016-04-05 13:19:59.081,2016-04-05 13:08:54.027,2016-04-05 13:19:59.077,Biking,l13011419151518,2016-04-05 13:08:54.027,,
2016-04-05 13:19:59.661,2016-04-05 13:08:55.345,2016-04-05 13:19:59.647,City,l13011419151518,2016-04-05 13:08:55.345,,
2016-04-05 13:22:46.973,2016-04-05 13:22:37.814,2016-04-05 13:22:46.951,Frisbee,l13011419151518,2016-04-05 13:22:37.814,,
2016-04-05 13:22:47.306,2016-04-05 13:22:38.642,2016-04-05 13:22:47.302,Jog/Running,l13011419151518,2016-04-05 13:22:38.642,,
2016-04-05 13:25:20.132,2016-04-05 13:23:43.432,2016-04-05 13:25:20.127,Bag,l13011419151518,2016-04-05 13:23:43.432,,
2016-04-05 13:25:20.636,2016-04-05 13:23:42.839,2016-04-05 13:25:20.619,Up,l13011419151518,2016-04-05 13:23:42.839,,
2016-04-05 13:25:20.807,2016-04-05 13:23:42.578,2016-04-05 13:25:20.803,Stairs,l13011419151518,2016-04-05 13:23:42.578,,
2016-04-05 13:25:20.983,2016-04-05 13:23:35.405,2016-04-05 13:25:20.972,Walking,l13011419151518,2016-04-05 13:23:35.405,,
2016-04-05 13:27:43.355,2016-04-05 13:06:41.657,2016-04-05 13:27:43.338,Wear ON,l13011419151518,2016-04-05 13:06:41.657,,
2016-04-05 13:27:59.022,2016-04-05 13:27:47.421,2016-04-05 13:27:59.016,Lying,l13011419151518,2016-04-05 13:27:47.421,,
2016-04-05 13:32:14.317,2016-04-05 13:28:53.590,2016-04-05 13:32:14.313,Lying,l13011419151518,2016-04-05 13:28:53.590,,
2016-04-05 13:36:21.336,2016-04-05 13:32:25.386,2016-04-05 13:36:21.323,Sitting,l13011419151518,2016-04-05 13:32:25.386,,
2016-04-05 13:36:21.358,2016-04-05 13:32:35.713,2016-04-05 13:36:21.323,Web Browsing,l13011419151518,2016-04-05 13:32:35.713,,
2016-04-05 13:36:21.386,2016-04-05 13:34:44.919,2016-04-05 13:36:21.323,Reclining,l13011419151518,2016-04-05 13:34:44.919,,
2016-04-05 13:40:44.622,2016-04-05 13:37:29.620,2016-04-05 13:40:44.611,300 KPM/min,l13011419151518,2016-04-05 13:37:29.620,,
2016-04-05 13:40:44.855,2016-04-05 13:37:27.351,2016-04-05 13:40:44.846,Stationary,l13011419151518,2016-04-05 13:37:27.351,,
2016-04-05 13:40:45.216,2016-04-05 13:37:26.041,2016-04-05 13:40:45.212,Biking,l13011419151518,2016-04-05 13:37:26.041,,
2016-04-05 13:45:03.653,2016-04-05 13:42:01.535,2016-04-05 13:45:03.648,1 mph,l13011419151518,2016-04-05 13:42:01.535,,
2016-04-05 13:45:04.081,2016-04-05 13:42:02.715,2016-04-05 13:45:04.077,Arms rested on the desk,l13011419151518,2016-04-05 13:42:02.715,,
2016-04-05 13:45:04.351,2016-04-05 13:42:00.703,2016-04-05 13:45:04.336,Treadmill,l13011419151518,2016-04-05 13:42:00.703,,
2016-04-05 13:45:04.944,2016-04-05 13:41:59.451,2016-04-05 13:45:04.940,Walking,l13011419151518,2016-04-05 13:41:59.451,,
2016-04-05 13:47:44.653,2016-04-05 13:45:27.526,2016-04-05 13:47:44.645,2 mph,l13011419151518,2016-04-05 13:45:27.526,,
2016-04-05 13:47:45.153,2016-04-05 13:45:26.751,2016-04-05 13:47:45.150,Arms rested on the desk,l13011419151518,2016-04-05 13:45:26.751,,
2016-04-05 13:47:45.506,2016-04-05 13:45:26.019,2016-04-05 13:47:45.495,Treadmill,l13011419151518,2016-04-05 13:45:26.019,,
2016-04-05 13:47:46.306,2016-04-05 13:45:25.077,2016-04-05 13:47:46.302,Walking,l13011419151518,2016-04-05 13:45:25.077,,
2016-04-05 13:49:12.365,2016-04-05 13:49:11.015,2016-04-05 13:49:12.361,Sweeping,l13011419151518,2016-04-05 13:49:11.015,,
2016-04-05 13:50:48.698,2016-04-05 13:48:42.422,2016-04-05 13:50:48.693,Drink,l13011419151518,2016-04-05 13:48:42.422,,
2016-04-05 13:50:51.187,2016-04-05 13:48:40.009,2016-04-05 13:50:51.183,3 mph,l13011419151518,2016-04-05 13:48:40.009,,
2016-04-05 13:50:51.638,2016-04-05 13:48:29.709,2016-04-05 13:50:51.617,Treadmill,l13011419151518,2016-04-05 13:48:29.709,,
2016-04-05 13:50:52.175,2016-04-05 13:48:29.054,2016-04-05 13:50:52.171,Walking,l13011419151518,2016-04-05 13:48:29.054,,
2016-04-05 13:52:53.193,2016-04-05 13:51:00.800,2016-04-05 13:52:53.182,Bag,l13011419151518,2016-04-05 13:51:00.800,,
2016-04-05 13:52:53.829,2016-04-05 13:51:02.021,2016-04-05 13:52:53.817,3 mph,l13011419151518,2016-04-05 13:51:02.021,,
2016-04-05 13:52:54.293,2016-04-05 13:50:56.932,2016-04-05 13:52:54.289,Treadmill,l13011419151518,2016-04-05 13:50:56.932,,
2016-04-05 13:52:54.851,2016-04-05 13:50:56.451,2016-04-05 13:52:54.838,Walking,l13011419151518,2016-04-05 13:50:56.451,,
2016-04-05 13:52:55.433,2016-04-05 13:52:54.862,2016-04-05 13:52:55.429,Jog/Running,l13011419151518,2016-04-05 13:52:54.862,,
2016-04-05 13:52:56.279,2016-04-05 13:52:55.436,2016-04-05 13:52:56.267,Walking,l13011419151518,2016-04-05 13:52:55.436,,
2016-04-05 13:54:31.265,2016-04-05 13:53:32.537,2016-04-05 13:54:31.258,5% grade,l13011419151518,2016-04-05 13:53:32.537,,
2016-04-05 13:54:31.534,2016-04-05 13:53:31.172,2016-04-05 13:54:31.529,5.5 mph,l13011419151518,2016-04-05 13:53:31.172,,
