HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME
2016-05-04 15:02:53.000,2016-05-04 15:00:00.000,2016-05-04 15:02:53.000,Texting
2016-05-04 15:02:53.000,2016-05-04 15:00:00.000,2016-05-04 15:02:53.000,Reclining
2016-05-04 15:03:48.000,2016-05-04 15:03:16.000,2016-05-04 15:03:48.000,Wear ON
2016-05-04 15:03:51.000,2016-05-04 15:03:48.000,2016-05-04 15:03:51.000,Biking
2016-05-04 15:03:51.000,2016-05-04 15:03:48.000,2016-05-04 15:03:51.000,Wear ON
2016-05-04 15:03:52.000,2016-05-04 15:03:51.000,2016-05-04 15:03:52.000,Biking
2016-05-04 15:03:52.000,2016-05-04 15:03:51.000,2016-05-04 15:03:52.000,Stationary
2016-05-04 15:03:52.000,2016-05-04 15:03:51.000,2016-05-04 15:03:52.000,Wear ON
2016-05-04 15:06:52.000,2016-05-04 15:03:52.000,2016-05-04 15:06:52.000,Biking
2016-05-04 15:06:52.000,2016-05-04 15:03:52.000,2016-05-04 15:06:52.000,Stationary
2016-05-04 15:06:52.000,2016-05-04 15:03:52.000,2016-05-04 15:06:52.000,300 KPM/min
2016-05-04 15:06:52.000,2016-05-04 15:03:52.000,2016-05-04 15:06:52.000,Wear ON
2016-05-04 15:06:53.000,2016-05-04 15:06:52.000,2016-05-04 15:06:53.000,Stationary
2016-05-04 15:06:53.000,2016-05-04 15:06:52.000,2016-05-04 15:06:53.000,300 KPM/min
2016-05-04 15:06:53.000,2016-05-04 15:06:52.000,2016-05-04 15:06:53.000,Wear ON
2016-05-04 15:07:22.000,2016-05-04 15:06:53.000,2016-05-04 15:07:22.000,Wear ON
2016-05-04 15:09:59.000,2016-05-04 15:07:22.000,2016-05-04 15:09:59.000,Sweeping
2016-05-04 15:09:59.000,2016-05-04 15:07:22.000,2016-05-04 15:09:59.000,Wear ON
2016-05-04 15:10:13.000,2016-05-04 15:09:59.000,2016-05-04 15:10:13.000,Wear ON
2016-05-04 15:10:14.000,2016-05-04 15:10:13.000,2016-05-04 15:10:14.000,Standing
