HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME,LABEL_ID,RATING_TIME_STAMP,RATING_INTENSITY,RATING_CONFIDENCE
2016-01-15 17:00:11.912,2016-01-15 17:00:00.000,2016-01-15 17:00:11.896,Walking,l13011419151518,2016-01-15 16:53:44.504,,
2016-01-15 17:00:12.447,2016-01-15 17:00:00.000,2016-01-15 17:00:12.429,Outdoors,l13011419151518,2016-01-15 16:56:01.595,,
2016-01-15 17:00:12.762,2016-01-15 17:00:00.000,2016-01-15 17:00:12.736,Texting,l13011419151518,2016-01-15 16:57:16.448,,
2016-01-15 17:00:30.945,2016-01-15 17:00:13.285,2016-01-15 17:00:30.937,Walking,l13011419151518,2016-01-15 17:00:13.285,,
2016-01-15 17:00:31.397,2016-01-15 17:00:16.914,2016-01-15 17:00:31.390,Texting,l13011419151518,2016-01-15 17:00:16.914,,
2016-01-15 17:01:03.505,2016-01-15 17:00:37.591,2016-01-15 17:01:03.501,Vending Machine,l13011419151518,2016-01-15 17:00:37.591,,
2016-01-15 17:01:03.512,2016-01-15 17:00:39.216,2016-01-15 17:01:03.501,Standing,l13011419151518,2016-01-15 17:00:39.216,,
2016-01-15 17:01:25.477,2016-01-15 17:01:05.174,2016-01-15 17:01:25.472,Walking,l13011419151518,2016-01-15 17:01:05.174,,
2016-01-15 17:05:37.588,2016-01-15 17:05:35.595,2016-01-15 17:05:37.582,Jumping,l13011419151518,2016-01-15 17:05:35.595,,
2016-01-15 17:05:41.827,2016-01-15 17:01:27.395,2016-01-15 17:05:41.823,Frisbee,l13011419151518,2016-01-15 17:01:27.395,,
2016-01-15 17:07:56.540,2016-01-15 17:05:47.549,2016-01-15 17:07:56.533,Walking,l13011419151518,2016-01-15 17:05:47.549,,
2016-01-15 17:07:56.550,2016-01-15 17:06:23.275,2016-01-15 17:07:56.533,Stairs,l13011419151518,2016-01-15 17:06:23.275,,
2016-01-15 17:07:56.567,2016-01-15 17:06:28.557,2016-01-15 17:07:56.533,Up,l13011419151518,2016-01-15 17:06:28.557,,
2016-01-15 17:07:56.583,2016-01-15 17:06:41.109,2016-01-15 17:07:56.533,Telling Story,l13011419151518,2016-01-15 17:06:41.109,,
2016-01-15 17:10:45.355,2016-01-15 17:09:15.313,2016-01-15 17:10:45.350,Bag,l13011419151518,2016-01-15 17:09:15.313,,
2016-01-15 17:10:45.365,2016-01-15 17:09:17.199,2016-01-15 17:10:45.350,Down,l13011419151518,2016-01-15 17:09:17.199,,
2016-01-15 17:10:45.401,2016-01-15 17:09:19.988,2016-01-15 17:10:45.350,Stairs,l13011419151518,2016-01-15 17:09:19.988,,
2016-01-15 17:10:45.412,2016-01-15 17:09:21.412,2016-01-15 17:10:45.350,Walking,l13011419151518,2016-01-15 17:09:21.412,,
2016-01-15 17:11:31.131,2016-01-15 17:10:47.054,2016-01-15 17:11:31.126,Standing,l13011419151518,2016-01-15 17:10:47.054,,
2016-01-15 17:11:31.138,2016-01-15 17:10:49.492,2016-01-15 17:11:31.126,Elevator,l13011419151518,2016-01-15 17:10:49.492,,
2016-01-15 17:11:31.147,2016-01-15 17:10:51.524,2016-01-15 17:11:31.126,Up,l13011419151518,2016-01-15 17:10:51.524,,
2016-01-15 17:11:31.158,2016-01-15 17:10:53.213,2016-01-15 17:11:31.126,Bag,l13011419151518,2016-01-15 17:10:53.213,,
2016-01-15 17:12:21.653,2016-01-15 17:12:20.430,2016-01-15 17:12:21.647,Shelf Reload,l13011419151518,2016-01-15 17:12:20.430,,
2016-01-15 17:13:17.360,2016-01-15 17:12:21.129,2016-01-15 17:13:17.355,Shelf Unload,l13011419151518,2016-01-15 17:12:21.129,,
2016-01-15 17:14:15.001,2016-01-15 17:13:16.804,2016-01-15 17:14:14.996,Shelf Reload,l13011419151518,2016-01-15 17:13:16.804,,
2016-01-15 17:14:15.573,2016-01-15 17:12:22.904,2016-01-15 17:14:15.569,Standing,l13011419151518,2016-01-15 17:12:22.904,,
2016-01-15 17:18:26.682,2016-01-15 17:14:35.963,2016-01-15 17:18:26.677,Lying,l13011419151518,2016-01-15 17:14:35.963,,
2016-01-15 17:20:05.244,2016-01-15 17:18:39.000,2016-01-15 17:20:05.239,Sitting,l13011419151518,2016-01-15 17:18:39.000,,
2016-01-15 17:20:06.394,2016-01-15 17:18:43.609,2016-01-15 17:20:06.380,Telling Story,l13011419151518,2016-01-15 17:18:43.609,,
2016-01-15 17:22:50.962,2016-01-15 17:20:05.252,2016-01-15 17:22:50.957,Reclining,l13011419151518,2016-01-15 17:20:05.252,,
2016-01-15 17:22:51.441,2016-01-15 17:20:09.562,2016-01-15 17:22:51.437,Web Browsing,l13011419151518,2016-01-15 17:20:09.562,,
2016-01-15 17:26:20.960,2016-01-15 17:23:08.763,2016-01-15 17:26:20.953,Biking,l13011419151518,2016-01-15 17:23:08.763,,
2016-01-15 17:26:20.967,2016-01-15 17:23:09.831,2016-01-15 17:26:20.953,Stationary,l13011419151518,2016-01-15 17:23:09.831,,
2016-01-15 17:26:20.985,2016-01-15 17:23:12.721,2016-01-15 17:26:20.953,300 KPM/Min,l13011419151518,2016-01-15 17:23:12.721,,
2016-01-15 17:28:58.163,2016-01-15 17:26:57.957,2016-01-15 17:28:58.157,1 mph,l13011419151518,2016-01-15 17:26:57.957,,
2016-01-15 17:31:07.708,2016-01-15 17:28:58.168,2016-01-15 17:31:07.704,2 mph,l13011419151518,2016-01-15 17:28:58.168,,
2016-01-15 17:31:09.096,2016-01-15 17:27:04.138,2016-01-15 17:31:09.092,Arms On Desk,l13011419151518,2016-01-15 17:27:04.138,,
2016-01-15 17:31:12.304,2016-01-15 17:31:10.721,2016-01-15 17:31:12.298,Phone Talking,l13011419151518,2016-01-15 17:31:10.721,,
