HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME
2015-12-14 12:00:11.000,2015-12-14 12:00:00.000,2015-12-14 12:00:11.000,Standing
2015-12-14 12:00:11.000,2015-12-14 12:00:00.000,2015-12-14 12:00:11.000,Writing
2015-12-14 12:02:42.000,2015-12-14 12:02:33.000,2015-12-14 12:02:42.000,Walking
2015-12-14 12:02:45.000,2015-12-14 12:02:42.000,2015-12-14 12:02:45.000,Walking
2015-12-14 12:02:45.000,2015-12-14 12:02:42.000,2015-12-14 12:02:45.000,Stairs
2015-12-14 12:02:45.000,2015-12-14 12:02:42.000,2015-12-14 12:02:45.000,Down
2015-12-14 12:02:52.000,2015-12-14 12:02:51.000,2015-12-14 12:02:52.000,Walking
2015-12-14 12:03:24.000,2015-12-14 12:02:52.000,2015-12-14 12:03:24.000,Walking
2015-12-14 12:03:24.000,2015-12-14 12:02:52.000,2015-12-14 12:03:24.000,Stairs
2015-12-14 12:03:24.000,2015-12-14 12:02:52.000,2015-12-14 12:03:24.000,Down
2015-12-14 12:04:05.000,2015-12-14 12:03:24.000,2015-12-14 12:04:05.000,Walking
2015-12-14 12:04:05.000,2015-12-14 12:03:24.000,2015-12-14 12:04:05.000,Stairs
2015-12-14 12:04:05.000,2015-12-14 12:03:24.000,2015-12-14 12:04:05.000,Down
2015-12-14 12:04:05.000,2015-12-14 12:03:24.000,2015-12-14 12:04:05.000,Telling Story
2015-12-14 12:04:07.000,2015-12-14 12:04:06.000,2015-12-14 12:04:07.000,Walking
2015-12-14 12:04:44.000,2015-12-14 12:04:07.000,2015-12-14 12:04:44.000,Walking
2015-12-14 12:04:44.000,2015-12-14 12:04:07.000,2015-12-14 12:04:44.000,Outdoors
2015-12-14 12:06:17.000,2015-12-14 12:04:44.000,2015-12-14 12:06:17.000,Walking
2015-12-14 12:06:17.000,2015-12-14 12:04:44.000,2015-12-14 12:06:17.000,Outdoors
2015-12-14 12:06:17.000,2015-12-14 12:04:44.000,2015-12-14 12:06:17.000,Telling Story
2015-12-14 12:06:25.000,2015-12-14 12:06:22.000,2015-12-14 12:06:25.000,Standing
2015-12-14 12:06:25.000,2015-12-14 12:06:22.000,2015-12-14 12:06:25.000,Escalator
2015-12-14 12:06:26.000,2015-12-14 12:06:25.000,2015-12-14 12:06:26.000,Standing
2015-12-14 12:06:26.000,2015-12-14 12:06:25.000,2015-12-14 12:06:26.000,Escalator
2015-12-14 12:06:26.000,2015-12-14 12:06:25.000,2015-12-14 12:06:26.000,Up
2015-12-14 12:06:34.000,2015-12-14 12:06:26.000,2015-12-14 12:06:34.000,Standing
2015-12-14 12:06:34.000,2015-12-14 12:06:26.000,2015-12-14 12:06:34.000,Escalator
2015-12-14 12:06:34.000,2015-12-14 12:06:26.000,2015-12-14 12:06:34.000,Up
2015-12-14 12:06:44.000,2015-12-14 12:06:34.000,2015-12-14 12:06:44.000,Telling Story
2015-12-14 12:06:44.000,2015-12-14 12:06:34.000,2015-12-14 12:06:44.000,Standing
2015-12-14 12:06:44.000,2015-12-14 12:06:34.000,2015-12-14 12:06:44.000,Escalator
