HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME,LABEL_ID,RATING_TIME_STAMP,RATING_INTENSITY,RATING_CONFIDENCE
2016-04-26 13:45:07.427,2016-04-26 13:44:55.596,2016-04-26 13:45:07.421,Still,l13011419151518,2016-04-26 13:44:55.596,,
2016-04-26 13:45:07.779,2016-04-26 13:44:55.030,2016-04-26 13:45:07.775,Standing,l13011419151518,2016-04-26 13:44:55.030,,
2016-04-26 13:45:19.814,2016-04-26 13:45:07.783,2016-04-26 13:45:19.799,Jumping Jacks,l13011419151518,2016-04-26 13:45:07.783,,
2016-04-26 13:45:38.742,2016-04-26 13:45:20.226,2016-04-26 13:45:38.728,Still,l13011419151518,2016-04-26 13:45:20.226,,
2016-04-26 13:45:39.390,2016-04-26 13:45:19.824,2016-04-26 13:45:39.385,Standing,l13011419151518,2016-04-26 13:45:19.824,,
2016-04-26 13:45:50.897,2016-04-26 13:45:39.396,2016-04-26 13:45:50.890,Jumping Jacks,l13011419151518,2016-04-26 13:45:39.396,,
2016-04-26 13:46:02.424,2016-04-26 13:45:51.256,2016-04-26 13:46:02.416,Still,l13011419151518,2016-04-26 13:45:51.256,,
2016-04-26 13:46:02.944,2016-04-26 13:45:50.902,2016-04-26 13:46:02.939,Standing,l13011419151518,2016-04-26 13:45:50.902,,
2016-04-26 13:46:13.900,2016-04-26 13:46:02.949,2016-04-26 13:46:13.880,Jumping Jacks,l13011419151518,2016-04-26 13:46:02.949,,
2016-04-26 13:46:24.019,2016-04-26 13:46:14.248,2016-04-26 13:46:24.006,Still,l13011419151518,2016-04-26 13:46:14.248,,
2016-04-26 13:46:24.403,2016-04-26 13:46:13.913,2016-04-26 13:46:24.387,Standing,l13011419151518,2016-04-26 13:46:13.913,,
2016-04-26 13:50:08.863,2016-04-26 13:47:13.756,2016-04-26 13:50:08.859,Arms rested on the desk,l13011419151518,2016-04-26 13:47:13.756,,
2016-04-26 13:50:09.686,2016-04-26 13:47:14.690,2016-04-26 13:50:09.682,Writing,l13011419151518,2016-04-26 13:47:14.690,,
2016-04-26 13:53:00.649,2016-04-26 13:50:27.879,2016-04-26 13:53:00.630,Web Browsing,l13011419151518,2016-04-26 13:50:27.879,,
2016-04-26 13:53:01.231,2016-04-26 13:50:26.387,2016-04-26 13:53:01.227,Arms rested on the desk,l13011419151518,2016-04-26 13:50:26.387,,
2016-04-26 13:57:37.496,2016-04-26 13:53:17.289,2016-04-26 13:57:37.491,Texting,l13011419151518,2016-04-26 13:53:17.289,,
2016-04-26 13:57:38.432,2016-04-26 13:47:11.697,2016-04-26 13:57:38.418,Sitting,l13011419151518,2016-04-26 13:47:11.697,,
2016-04-26 14:00:30.717,2016-04-26 13:58:04.495,2016-04-26 13:59:59.999,Web Browsing,l13011419151518,2016-04-26 13:58:04.495,,
2016-04-26 14:00:31.083,2016-04-26 13:58:03.465,2016-04-26 13:59:59.999,Arms rested on the desk,l13011419151518,2016-04-26 13:58:03.465,,
2016-04-26 14:00:31.546,2016-04-26 13:57:39.426,2016-04-26 13:59:59.999,Standing,l13011419151518,2016-04-26 13:57:39.426,,
2016-04-26 14:03:47.919,2016-04-26 13:46:35.256,2016-04-26 13:59:59.999,Wear ON,l13011419151518,2016-04-26 13:46:35.256,,
