HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME
2016-01-29 15:26:01.000,2016-01-29 15:25:45.000,2016-01-29 15:26:01.000,Still
2016-01-29 15:26:16.000,2016-01-29 15:26:01.000,2016-01-29 15:26:16.000,Jumping Jacks
2016-01-29 15:26:32.000,2016-01-29 15:26:16.000,2016-01-29 15:26:32.000,Still
2016-01-29 15:26:44.000,2016-01-29 15:26:32.000,2016-01-29 15:26:44.000,Jumping Jacks
2016-01-29 15:27:03.000,2016-01-29 15:26:44.000,2016-01-29 15:27:03.000,Still
2016-01-29 15:27:16.000,2016-01-29 15:27:03.000,2016-01-29 15:27:16.000,Jumping Jacks
2016-01-29 15:27:31.000,2016-01-29 15:27:16.000,2016-01-29 15:27:31.000,Still
2016-01-29 15:27:52.000,2016-01-29 15:27:49.000,2016-01-29 15:27:52.000,Sitting
2016-01-29 15:29:37.000,2016-01-29 15:27:52.000,2016-01-29 15:29:37.000,Sitting
2016-01-29 15:29:37.000,2016-01-29 15:27:52.000,2016-01-29 15:29:37.000,Writing
2016-01-29 15:29:56.000,2016-01-29 15:29:53.000,2016-01-29 15:29:56.000,Reclining
2016-01-29 15:32:24.000,2016-01-29 15:29:56.000,2016-01-29 15:32:24.000,Reclining
2016-01-29 15:32:24.000,2016-01-29 15:29:56.000,2016-01-29 15:32:24.000,Telling Story
2016-01-29 15:33:20.000,2016-01-29 15:33:02.000,2016-01-29 15:33:20.000,Standing
2016-01-29 15:35:44.000,2016-01-29 15:33:20.000,2016-01-29 15:35:44.000,Standing
2016-01-29 15:35:44.000,2016-01-29 15:33:20.000,2016-01-29 15:35:44.000,Web Browsing
2016-01-29 15:36:53.000,2016-01-29 15:36:48.000,2016-01-29 15:36:53.000,Standing
2016-01-29 15:36:54.000,2016-01-29 15:36:53.000,2016-01-29 15:36:54.000,Standing
2016-01-29 15:36:54.000,2016-01-29 15:36:53.000,2016-01-29 15:36:54.000,Elevator
2016-01-29 15:37:00.000,2016-01-29 15:36:54.000,2016-01-29 15:37:00.000,Down
2016-01-29 15:37:00.000,2016-01-29 15:36:54.000,2016-01-29 15:37:00.000,Standing
2016-01-29 15:37:00.000,2016-01-29 15:36:54.000,2016-01-29 15:37:00.000,Elevator
2016-01-29 15:37:14.000,2016-01-29 15:37:00.000,2016-01-29 15:37:14.000,Down
2016-01-29 15:37:14.000,2016-01-29 15:37:00.000,2016-01-29 15:37:14.000,Standing
2016-01-29 15:37:14.000,2016-01-29 15:37:00.000,2016-01-29 15:37:14.000,Elevator
2016-01-29 15:37:14.000,2016-01-29 15:37:00.000,2016-01-29 15:37:14.000,Telling Story
2016-01-29 15:37:15.000,2016-01-29 15:37:14.000,2016-01-29 15:37:15.000,Elevator
2016-01-29 15:37:15.000,2016-01-29 15:37:14.000,2016-01-29 15:37:15.000,Telling Story
2016-01-29 15:37:16.000,2016-01-29 15:37:15.000,2016-01-29 15:37:16.000,Telling Story
2016-01-29 15:38:18.000,2016-01-29 15:37:16.000,2016-01-29 15:38:18.000,Telling Story
2016-01-29 15:38:18.000,2016-01-29 15:37:16.000,2016-01-29 15:38:18.000,Walking
2016-01-29 15:39:44.000,2016-01-29 15:38:18.000,2016-01-29 15:39:44.000,Outdoors
2016-01-29 15:39:44.000,2016-01-29 15:38:18.000,2016-01-29 15:39:44.000,Telling Story
2016-01-29 15:39:44.000,2016-01-29 15:38:18.000,2016-01-29 15:39:44.000,Walking
2016-01-29 15:39:46.000,2016-01-29 15:39:44.000,2016-01-29 15:39:46.000,Telling Story
2016-01-29 15:39:46.000,2016-01-29 15:39:44.000,2016-01-29 15:39:46.000,Walking
2016-01-29 15:39:53.000,2016-01-29 15:39:46.000,2016-01-29 15:39:53.000,Walking
2016-01-29 15:39:54.000,2016-01-29 15:39:53.000,2016-01-29 15:39:54.000,Walking
2016-01-29 15:39:54.000,2016-01-29 15:39:53.000,2016-01-29 15:39:54.000,Escalator
2016-01-29 15:39:55.000,2016-01-29 15:39:54.000,2016-01-29 15:39:55.000,Escalator
